booking_id,customer_id,room_id,hotel_id,check_in_date,check_out_date,booking_date,nights,price,discount_percent,discounted_price,revenue,is_canceled,lead_time,no_of_guests,market_segment,booking_channel,meal_plan,rating,booking_time,payment_method,room_type
BKG031169,CID0794,231,47,2024-08-31,2024-09-03,2024-08-21,3,3317.56,15,2819.93,2819.93,0,10,1,Online,OYO Website,Breakfast Included,2.9,19:40,Credit Card,Standard
BKG031170,CID1684,276,56,2024-11-15,2024-11-16,2024-11-08,1,1298.03,10,1168.23,1168.23,0,7,3,Online,OYO App,Breakfast Included,,19:13,Debit Card,Standard
BKG031171,CID3178,283,57,2024-04-28,2024-04-29,2024-04-25,1,3907.51,5,3712.13,3712.13,0,3,2,Corporate,Corporate Direct,Half Board,3.5,18:55,UPI,Premium
BKG031172,CID3497,274,55,2024-08-30,2024-09-01,2024-08-17,2,13122.55,0,13122.55,13122.55,0,13,1,OTA,Booking.com,Half Board,3.9,10:07,Cash,Suite
BKG031173,CID1893,292,59,2024-04-19,2024-04-21,2024-03-07,2,3884.65,0,3884.65,3884.65,0,43,2,OTA,Agoda,No Meal,2.8,20:39,Debit Card,Deluxe
BKG031174,CID4002,212,43,2024-08-05,2024-08-09,2024-07-31,4,8732.48,15,7422.61,7422.61,0,5,2,Corporate,Corporate Direct,Breakfast Included,3.9,22:08,Credit Card,Deluxe
BKG031175,CID4041,317,64,2024-10-05,2024-10-11,2024-09-25,6,10929.04,25,8196.78,8196.78,0,10,2,Corporate,Corporate Direct,Full Board,3.2,15:22,UPI,Deluxe
BKG031176,CID4961,130,26,2024-09-29,2024-09-30,2024-09-27,1,11695.53,10,10525.98,10525.98,0,2,2,Walk-in,Walk-in,Breakfast Included,3.0,20:15,UPI,Luxury
BKG031177,CID4816,146,30,2024-08-01,2024-08-03,2024-07-30,2,2059.91,25,1544.93,0.0,1,2,1,OTA,Goibibo,No Meal,3.8,23:11,Credit Card,Standard
BKG031178,CID5150,246,50,2024-08-24,2024-08-25,2024-08-17,1,1070.03,0,1070.03,1070.03,0,7,4,Online,OYO App,No Meal,,18:52,Credit Card,Standard
BKG031179,CID5444,9,2,2024-03-11,2024-03-16,2024-02-20,5,26481.77,5,25157.68,25157.68,0,20,1,Online,OYO App,Half Board,3.2,22:45,Wallet,Suite
BKG031180,CID6132,68,14,2024-01-09,2024-01-10,2024-01-06,1,3880.05,0,3880.05,0.0,1,3,1,Travel Agent,MakeMyTrip,Breakfast Included,3.6,19:09,Debit Card,Premium
BKG031181,CID4163,313,63,2024-09-23,2024-09-24,2024-09-11,1,3524.72,10,3172.25,3172.25,0,12,2,Online,OYO Website,No Meal,,15:13,UPI,Premium
BKG031182,CID4806,26,6,2024-12-01,2024-12-04,2024-11-05,3,2086.81,0,2086.81,2086.81,0,26,2,Walk-in,Walk-in,Breakfast Included,4.1,01:55,Debit Card,Standard
BKG031183,CID4313,306,62,2024-03-26,2024-03-28,2024-03-21,2,2033.17,30,1423.22,1423.22,0,5,1,Walk-in,Walk-in,Half Board,3.9,19:41,UPI,Standard
BKG031184,CID6092,269,54,2024-12-22,2024-12-26,2024-12-14,4,25656.28,5,24373.47,24373.47,0,8,2,Corporate,Corporate Direct,Full Board,3.1,20:00,Credit Card,Suite
BKG031185,CID1291,238,48,2024-07-18,2024-07-20,2024-06-21,2,7227.63,20,5782.1,5782.1,0,27,3,Online,OYO App,No Meal,,07:07,Wallet,Premium
BKG031186,CID5077,212,43,2024-10-10,2024-10-12,2024-08-05,2,4244.28,5,4032.07,4032.07,0,66,1,Corporate,Corporate Direct,Breakfast Included,4.0,14:00,Credit Card,Deluxe
BKG031187,CID2465,87,18,2024-10-11,2024-10-13,2024-10-11,2,2898.46,0,2898.46,0.0,1,0,1,Travel Agent,MakeMyTrip,Half Board,3.9,20:09,Wallet,Deluxe
BKG031188,CID4181,226,46,2024-07-06,2024-07-09,2024-06-13,3,3527.44,0,3527.44,3527.44,0,23,1,OTA,Agoda,No Meal,4.5,18:11,Cash,Standard
BKG031189,CID0420,189,38,2024-12-17,2024-12-18,2024-12-13,1,5381.13,10,4843.02,4843.02,0,4,2,Online,OYO Website,Breakfast Included,3.6,21:10,Debit Card,Suite
BKG031190,CID7099,19,4,2024-02-08,2024-02-10,2024-02-05,2,11264.76,10,10138.28,0.0,1,3,2,Online,OYO App,Breakfast Included,4.1,17:43,UPI,Suite
BKG031191,CID0786,278,56,2024-06-14,2024-06-15,2024-05-31,1,3749.31,0,3749.31,3749.31,0,14,1,Travel Agent,Goibibo,No Meal,3.3,17:07,Credit Card,Premium
BKG031192,CID4604,321,65,2024-03-22,2024-03-23,2024-03-22,1,1222.21,10,1099.99,1099.99,0,0,2,Travel Agent,MakeMyTrip,Half Board,4.5,20:03,UPI,Standard
BKG031193,CID7356,245,49,2024-10-04,2024-10-05,2024-10-03,1,9004.83,0,9004.83,0.0,1,1,2,Travel Agent,Goibibo,Breakfast Included,3.2,23:32,Debit Card,Luxury
BKG031194,CID4036,221,45,2024-04-10,2024-04-11,2024-03-02,1,1187.2,5,1127.84,1127.84,0,39,1,Online,OYO Website,Full Board,4.5,16:36,Wallet,Standard
BKG031195,CID2816,298,60,2024-09-28,2024-10-01,2024-08-22,3,8336.23,0,8336.23,8336.23,0,37,1,OTA,Goibibo,Half Board,4.5,18:48,Debit Card,Premium
BKG031196,CID3260,246,50,2024-12-05,2024-12-07,2024-11-29,2,2175.24,5,2066.48,2066.48,0,6,1,OTA,Booking.com,Breakfast Included,4.0,21:14,Wallet,Standard
BKG031197,CID1249,137,28,2024-06-22,2024-06-23,2024-06-22,1,2397.11,5,2277.25,0.0,1,0,2,Travel Agent,MakeMyTrip,No Meal,4.4,22:36,Wallet,Deluxe
BKG031198,CID5599,304,61,2024-07-08,2024-07-10,2024-05-01,2,15168.87,0,15168.87,0.0,1,68,2,Online,OYO Website,No Meal,4.4,20:29,Wallet,Suite
BKG031199,CID2219,324,65,2024-01-27,2024-01-31,2024-01-15,4,25098.77,5,23843.83,23843.83,0,12,1,Travel Agent,Goibibo,No Meal,3.4,19:22,UPI,Suite
BKG031200,CID6055,303,61,2024-10-06,2024-10-13,2024-07-17,7,16507.56,5,15682.18,15682.18,0,81,1,Corporate,Corporate Direct,No Meal,,18:37,Net Banking,Premium
BKG031201,CID1850,55,11,2024-12-07,2024-12-09,2024-11-16,2,19652.9,5,18670.26,0.0,1,21,4,OTA,Booking.com,No Meal,4.1,09:54,Debit Card,Luxury
BKG031202,CID0037,318,64,2024-10-18,2024-10-19,2024-09-24,1,3012.5,0,3012.5,0.0,1,24,2,Travel Agent,MakeMyTrip,Breakfast Included,3.9,19:15,UPI,Premium
BKG031203,CID0505,66,14,2024-08-19,2024-08-20,2024-06-12,1,1395.71,30,977.0,977.0,0,68,1,Travel Agent,MakeMyTrip,Breakfast Included,2.8,18:14,Cash,Standard
BKG031204,CID1767,281,57,2024-02-28,2024-03-04,2024-02-25,5,5815.45,0,5815.45,5815.45,0,3,2,Walk-in,Walk-in,Breakfast Included,3.3,23:15,Cash,Standard
BKG031205,CID5405,309,62,2024-12-11,2024-12-14,2024-11-29,3,19563.08,5,18584.93,18584.93,0,12,2,Online,OYO App,Breakfast Included,3.5,20:34,Debit Card,Suite
BKG031206,CID0543,286,58,2024-03-07,2024-03-08,2024-02-20,1,1160.99,0,1160.99,1160.99,0,16,2,OTA,MakeMyTrip,No Meal,4.7,14:48,Wallet,Standard
BKG031207,CID5988,287,58,2024-05-29,2024-05-30,2024-04-26,1,2236.88,0,2236.88,2236.88,0,33,2,OTA,Goibibo,Breakfast Included,3.4,21:49,UPI,Deluxe
BKG031208,CID7020,229,46,2024-02-15,2024-02-18,2024-02-12,3,22543.16,25,16907.37,16907.37,0,3,2,Walk-in,Walk-in,Breakfast Included,3.7,08:58,Credit Card,Suite
BKG031209,CID0619,152,31,2024-10-10,2024-10-11,2024-09-14,1,2113.64,15,1796.59,1796.59,0,26,1,Travel Agent,Goibibo,Half Board,4.9,21:28,UPI,Deluxe
BKG031210,CID0071,272,55,2024-07-16,2024-07-22,2024-06-24,6,14605.97,15,12415.07,12415.07,0,22,3,Online,OYO App,Half Board,4.1,19:28,Credit Card,Deluxe
BKG031211,CID5759,81,17,2024-03-04,2024-03-05,2024-01-16,1,1501.74,5,1426.65,1426.65,0,48,1,OTA,Booking.com,Half Board,3.4,20:37,Credit Card,Standard
BKG031212,CID1686,121,25,2024-10-06,2024-10-08,2024-09-26,2,2025.25,10,1822.72,1822.72,0,10,2,Corporate,Corporate Direct,No Meal,3.4,21:11,UPI,Standard
BKG031213,CID6270,211,43,2024-11-16,2024-11-18,2024-11-06,2,1820.34,15,1547.29,1547.29,0,10,3,Corporate,Corporate Direct,Breakfast Included,4.1,19:32,Debit Card,Standard
BKG031214,CID2519,41,9,2024-10-03,2024-10-04,2024-09-03,1,813.6,20,650.88,650.88,0,30,1,Online,OYO Website,Full Board,3.7,08:48,UPI,Standard
BKG031215,CID3822,159,32,2024-02-01,2024-02-04,2024-01-15,3,17076.92,25,12807.69,12807.69,0,17,3,OTA,Booking.com,Half Board,4.6,12:10,UPI,Suite
BKG031216,CID6445,299,60,2024-06-18,2024-06-21,2024-06-07,3,20325.47,0,20325.47,20325.47,0,11,2,OTA,Goibibo,No Meal,3.0,23:52,Credit Card,Suite
BKG031217,CID1243,248,50,2024-03-03,2024-03-04,2024-02-28,1,3318.45,5,3152.53,3152.53,0,4,3,Online,OYO App,No Meal,,20:25,Credit Card,Premium
BKG031218,CID2271,293,59,2024-07-15,2024-07-18,2024-07-07,3,10008.53,10,9007.68,9007.68,0,8,1,Online,OYO App,No Meal,3.7,16:20,UPI,Premium
BKG031219,CID1420,131,27,2024-10-28,2024-10-31,2024-10-13,3,2906.14,15,2470.22,2470.22,0,15,3,Online,OYO Website,No Meal,3.6,20:13,UPI,Standard
BKG031220,CID7256,156,32,2024-10-13,2024-10-15,2024-10-05,2,1931.61,5,1835.03,1835.03,0,8,1,Online,OYO App,Breakfast Included,3.3,16:14,Credit Card,Standard
BKG031221,CID5047,137,28,2024-11-08,2024-11-09,2024-10-29,1,2580.65,25,1935.49,1935.49,0,10,2,Corporate,Corporate Direct,Full Board,4.2,15:18,UPI,Deluxe
BKG031222,CID3737,2,1,2024-03-09,2024-03-10,2024-02-29,1,1815.4,10,1633.86,1633.86,0,9,4,Walk-in,Walk-in,Breakfast Included,5.0,21:45,Credit Card,Deluxe
BKG031223,CID1563,256,52,2024-12-16,2024-12-19,2024-11-25,3,4950.09,5,4702.59,4702.59,0,21,3,OTA,MakeMyTrip,No Meal,,05:06,Net Banking,Standard
BKG031224,CID5002,31,7,2024-12-11,2024-12-13,2024-11-29,2,2585.14,0,2585.14,0.0,1,12,1,OTA,Agoda,Breakfast Included,4.1,23:29,UPI,Standard
BKG031225,CID6208,181,37,2024-12-23,2024-12-26,2024-12-23,3,3591.96,20,2873.57,2873.57,0,0,1,Walk-in,Walk-in,Breakfast Included,3.6,21:26,Debit Card,Standard
BKG031226,CID1825,66,14,2024-07-18,2024-07-22,2024-07-17,4,5593.4,10,5034.06,5034.06,0,1,1,Corporate,Corporate Direct,Breakfast Included,3.9,20:41,UPI,Standard
BKG031227,CID1987,71,15,2024-10-19,2024-10-20,2024-10-18,1,1224.05,10,1101.64,1101.64,0,1,1,Online,OYO Website,Breakfast Included,,21:23,Credit Card,Standard
BKG031228,CID1492,306,62,2024-09-18,2024-09-21,2024-08-15,3,3680.59,10,3312.53,3312.53,0,34,1,Corporate,Corporate Direct,Breakfast Included,3.6,17:46,Credit Card,Standard
BKG031229,CID2729,301,61,2024-04-15,2024-04-17,2024-04-12,2,3208.78,0,3208.78,3208.78,0,3,1,Online,OYO Website,No Meal,3.0,18:09,Net Banking,Standard
BKG031230,CID7150,41,9,2024-09-10,2024-09-13,2024-08-26,3,2159.77,5,2051.78,2051.78,0,15,4,Corporate,Corporate Direct,Full Board,5.0,14:33,Credit Card,Standard
BKG031231,CID6139,20,4,2024-10-24,2024-10-26,2024-08-12,2,31273.76,25,23455.32,23455.32,0,73,1,Online,OYO Website,No Meal,3.1,14:19,Debit Card,Luxury
BKG031232,CID0503,301,61,2024-09-24,2024-09-25,2024-09-09,1,1458.79,10,1312.91,1312.91,0,15,2,Corporate,Corporate Direct,Breakfast Included,3.2,18:01,Debit Card,Standard
BKG031233,CID3636,141,29,2024-09-16,2024-09-17,2024-09-13,1,1377.14,15,1170.57,1170.57,0,3,4,Online,OYO App,No Meal,4.1,09:07,UPI,Standard
BKG031234,CID4246,186,38,2024-05-24,2024-05-26,2024-04-08,2,2151.35,0,2151.35,2151.35,0,46,2,OTA,Agoda,Breakfast Included,,19:07,Net Banking,Standard
BKG031235,CID6668,18,4,2024-12-03,2024-12-05,2024-11-27,2,5183.03,10,4664.73,4664.73,0,6,1,Corporate,Corporate Direct,Breakfast Included,4.2,16:38,Credit Card,Premium
BKG031236,CID2197,303,61,2024-03-28,2024-03-29,2024-03-20,1,2443.52,10,2199.17,2199.17,0,8,2,Corporate,Corporate Direct,No Meal,,17:10,UPI,Premium
BKG031237,CID5694,84,17,2024-06-01,2024-06-02,2024-05-23,1,7029.53,0,7029.53,7029.53,0,9,4,OTA,MakeMyTrip,No Meal,4.8,06:47,UPI,Suite
BKG031238,CID1248,277,56,2024-09-08,2024-09-09,2024-08-18,1,1850.12,25,1387.59,1387.59,0,21,3,Travel Agent,Goibibo,Half Board,3.7,23:46,Credit Card,Deluxe
BKG031239,CID4845,282,57,2024-05-06,2024-05-07,2024-04-22,1,1532.7,20,1226.16,1226.16,0,14,1,Walk-in,Walk-in,Full Board,2.8,14:32,UPI,Deluxe
BKG031240,CID2162,179,36,2024-07-29,2024-07-30,2024-07-21,1,6799.49,0,6799.49,6799.49,0,8,2,OTA,Goibibo,Full Board,4.6,16:37,Debit Card,Suite
BKG031241,CID4147,138,28,2024-03-28,2024-03-29,2024-03-16,1,3794.19,25,2845.64,2845.64,0,12,1,OTA,Agoda,Breakfast Included,4.4,21:53,Credit Card,Premium
BKG031242,CID1151,203,41,2024-03-08,2024-03-11,2024-02-04,3,10390.85,25,7793.14,7793.14,0,33,4,OTA,Goibibo,Breakfast Included,3.9,19:08,Debit Card,Premium
BKG031243,CID1415,246,50,2024-11-25,2024-11-29,2024-11-25,4,5432.97,5,5161.32,5161.32,0,0,2,Walk-in,Walk-in,Full Board,3.2,20:07,UPI,Standard
BKG031244,CID1441,108,22,2024-01-01,2024-01-04,2024-01-01,3,7519.72,10,6767.75,6767.75,0,14,1,OTA,MakeMyTrip,No Meal,3.9,12:46,Cash,Premium
BKG031245,CID1266,151,31,2024-09-08,2024-09-10,2024-09-07,2,2241.74,25,1681.3,1681.3,0,1,1,OTA,Goibibo,No Meal,3.8,21:53,UPI,Standard
BKG031246,CID0899,314,63,2024-05-01,2024-05-03,2024-04-24,2,10607.15,30,7425.0,0.0,1,7,3,Online,OYO Website,No Meal,4.7,20:32,Debit Card,Suite
BKG031247,CID3512,31,7,2024-03-09,2024-03-12,2024-02-19,3,4022.87,5,3821.73,3821.73,0,19,1,Online,OYO App,No Meal,4.2,06:47,Debit Card,Standard
BKG031248,CID1407,37,8,2024-05-17,2024-05-19,2024-04-25,2,4214.17,25,3160.63,3160.63,0,22,1,OTA,Goibibo,No Meal,,19:23,UPI,Deluxe
BKG031249,CID6068,91,19,2024-09-26,2024-09-28,2024-09-24,2,2532.16,0,2532.16,2532.16,0,2,1,Travel Agent,MakeMyTrip,No Meal,4.0,19:41,UPI,Standard
BKG031250,CID3392,89,18,2024-12-30,2024-12-31,2024-12-09,1,7638.7,30,5347.09,5347.09,0,22,2,OTA,Booking.com,Breakfast Included,4.7,10:32,UPI,Suite
BKG031251,CID0611,1,1,2024-06-19,2024-06-21,2024-05-25,2,1548.56,10,1393.7,1393.7,0,25,3,Travel Agent,MakeMyTrip,No Meal,4.2,20:36,UPI,Standard
BKG031252,CID3463,134,27,2024-12-09,2024-12-12,2024-11-25,3,16766.06,0,16766.06,0.0,1,14,1,OTA,Agoda,Breakfast Included,,15:29,UPI,Suite
BKG031253,CID5170,66,14,2024-06-24,2024-06-26,2024-06-21,2,2548.2,10,2293.38,2293.38,0,3,2,Online,OYO Website,No Meal,,12:49,Debit Card,Standard
BKG031254,CID0870,107,22,2024-11-01,2024-11-05,2024-10-07,4,7731.32,0,7731.32,7731.32,0,25,1,Online,OYO Website,No Meal,3.3,16:19,Credit Card,Deluxe
BKG031255,CID6028,278,56,2024-07-16,2024-07-20,2024-07-06,4,12240.96,5,11628.91,11628.91,0,10,1,Corporate,Corporate Direct,Breakfast Included,2.8,23:20,Credit Card,Premium
BKG031256,CID1715,102,21,2024-09-16,2024-09-22,2024-09-01,6,10455.96,20,8364.77,8364.77,0,15,2,Corporate,Corporate Direct,No Meal,3.6,07:55,UPI,Deluxe
BKG031257,CID3350,152,31,2024-06-25,2024-06-28,2024-06-12,3,6853.38,15,5825.37,5825.37,0,13,1,Walk-in,Walk-in,Full Board,4.3,20:38,Wallet,Deluxe
BKG031258,CID2744,186,38,2024-12-05,2024-12-08,2024-11-17,3,2613.97,30,1829.78,1829.78,0,18,2,OTA,Booking.com,Breakfast Included,4.5,12:33,UPI,Standard
BKG031259,CID1141,241,49,2024-09-22,2024-09-23,2024-09-21,1,980.53,20,784.42,784.42,0,1,1,OTA,Goibibo,Half Board,3.5,20:39,Credit Card,Standard
BKG031260,CID6575,16,4,2024-01-28,2024-01-31,2024-01-06,3,4074.1,0,4074.1,4074.1,0,22,2,Walk-in,Walk-in,No Meal,3.7,23:56,UPI,Standard
BKG031261,CID0451,248,50,2024-07-02,2024-07-04,2024-05-15,2,6381.8,20,5105.44,0.0,1,48,2,OTA,Agoda,Half Board,4.3,14:06,UPI,Premium
BKG031262,CID0852,323,65,2024-11-24,2024-11-25,2024-10-22,1,3169.38,5,3010.91,3010.91,0,33,2,Online,OYO App,No Meal,4.0,18:48,Debit Card,Premium
BKG031263,CID2681,98,20,2024-12-08,2024-12-12,2024-12-04,4,11415.68,10,10274.11,10274.11,0,4,2,OTA,MakeMyTrip,No Meal,,14:17,Debit Card,Premium
BKG031264,CID6083,180,36,2024-10-29,2024-10-31,2024-09-07,2,27775.63,25,20831.72,20831.72,0,52,2,Online,OYO App,No Meal,,21:18,Debit Card,Luxury
BKG031265,CID4292,297,60,2024-08-14,2024-08-15,2024-07-21,1,2469.8,30,1728.86,1728.86,0,24,2,Walk-in,Walk-in,No Meal,3.0,20:09,Credit Card,Deluxe
BKG031266,CID3655,66,14,2024-09-06,2024-09-07,2024-09-04,1,1344.59,25,1008.44,0.0,1,2,2,OTA,Agoda,No Meal,,21:09,Cash,Standard
BKG031267,CID4926,277,56,2024-02-01,2024-02-04,2024-01-01,3,4315.19,15,3667.91,3667.91,0,42,2,Online,OYO App,No Meal,3.8,14:39,Credit Card,Deluxe
BKG031268,CID4768,159,32,2024-12-05,2024-12-08,2024-11-23,3,14665.12,25,10998.84,10998.84,0,12,2,Travel Agent,Goibibo,Breakfast Included,,08:42,Credit Card,Suite
BKG031269,CID1849,1,1,2024-12-18,2024-12-24,2024-12-07,6,4886.73,25,3665.05,3665.05,0,11,1,Corporate,Corporate Direct,No Meal,4.7,16:04,UPI,Standard
BKG031270,CID5350,46,10,2024-05-08,2024-05-10,2024-05-07,2,2503.92,10,2253.53,2253.53,0,1,2,Online,OYO App,No Meal,,21:33,UPI,Standard
BKG031271,CID0475,107,22,2024-03-18,2024-03-21,2024-02-11,3,5226.47,5,4965.15,4965.15,0,36,1,OTA,Agoda,No Meal,3.2,12:52,Credit Card,Deluxe
BKG031272,CID5454,247,50,2024-12-13,2024-12-15,2024-11-30,2,4115.34,5,3909.57,3909.57,0,13,2,Online,OYO App,No Meal,3.5,22:52,UPI,Deluxe
BKG031273,CID4044,7,2,2024-01-05,2024-01-09,2024-01-01,4,6316.78,5,6000.94,6000.94,0,49,1,Online,OYO App,No Meal,,16:17,Credit Card,Deluxe
BKG031274,CID5305,79,16,2024-10-30,2024-10-31,2024-08-30,1,6116.51,25,4587.38,0.0,1,61,1,OTA,Agoda,Breakfast Included,3.4,20:20,UPI,Suite
BKG031275,CID4378,194,39,2024-03-12,2024-03-15,2024-02-21,3,11783.64,20,9426.91,9426.91,0,20,1,Corporate,Corporate Direct,Half Board,3.5,21:20,Wallet,Suite
BKG031276,CID1292,48,10,2024-12-10,2024-12-11,2024-12-07,1,3960.26,15,3366.22,3366.22,0,3,2,Corporate,Corporate Direct,No Meal,3.3,19:30,Cash,Premium
BKG031277,CID2378,207,42,2024-07-09,2024-07-12,2024-06-10,3,6580.41,0,6580.41,6580.41,0,29,1,Online,OYO App,No Meal,,10:21,Credit Card,Deluxe
BKG031278,CID0972,104,21,2024-07-31,2024-08-01,2024-07-15,1,5781.24,20,4624.99,4624.99,0,16,1,OTA,Goibibo,No Meal,3.1,17:58,Wallet,Suite
BKG031279,CID2101,323,65,2024-12-01,2024-12-03,2024-11-03,2,4970.93,0,4970.93,4970.93,0,28,4,Online,OYO Website,Breakfast Included,4.8,07:07,Net Banking,Premium
BKG031280,CID2715,10,2,2024-08-20,2024-08-22,2024-07-12,2,22369.5,0,22369.5,22369.5,0,39,1,OTA,Goibibo,Full Board,3.3,19:22,Cash,Luxury
BKG031281,CID5579,98,20,2024-08-11,2024-08-12,2024-08-06,1,2789.91,30,1952.94,0.0,1,5,3,OTA,MakeMyTrip,No Meal,3.8,20:15,Credit Card,Premium
BKG031282,CID5106,163,33,2024-09-19,2024-09-20,2024-09-04,1,2737.16,0,2737.16,0.0,1,15,4,Online,OYO Website,Breakfast Included,3.8,19:19,Wallet,Premium
BKG031283,CID3629,161,33,2024-12-04,2024-12-07,2024-11-23,3,4273.57,5,4059.89,4059.89,0,11,2,Corporate,Corporate Direct,No Meal,,09:20,UPI,Standard
BKG031284,CID2203,189,38,2024-11-09,2024-11-11,2024-09-12,2,12028.81,15,10224.49,10224.49,0,58,2,Online,OYO Website,No Meal,3.9,21:06,Debit Card,Suite
BKG031285,CID2338,62,13,2024-11-12,2024-11-15,2024-10-31,3,4348.36,25,3261.27,0.0,1,12,2,Online,OYO Website,Full Board,3.5,06:45,Debit Card,Deluxe
BKG031286,CID0007,22,5,2024-12-13,2024-12-14,2024-11-13,1,1367.65,0,1367.65,1367.65,0,30,1,OTA,Agoda,No Meal,3.6,21:15,Wallet,Deluxe
BKG031287,CID2389,151,31,2024-06-01,2024-06-03,2024-05-19,2,2020.5,5,1919.48,1919.48,0,13,4,Walk-in,Walk-in,No Meal,4.8,21:00,UPI,Standard
BKG031288,CID5300,27,6,2024-05-29,2024-05-31,2024-04-29,2,5719.85,0,5719.85,5719.85,0,30,4,Walk-in,Walk-in,Breakfast Included,,22:35,Wallet,Deluxe
BKG031289,CID3645,191,39,2024-03-27,2024-03-30,2024-03-14,3,4064.28,0,4064.28,0.0,1,13,1,Online,OYO Website,Half Board,,16:29,Credit Card,Standard
BKG031290,CID4856,258,52,2024-10-25,2024-10-30,2024-10-17,5,17740.41,5,16853.39,16853.39,0,8,2,Online,OYO Website,Breakfast Included,4.5,20:49,UPI,Premium
BKG031291,CID5518,3,1,2024-03-13,2024-03-15,2024-02-23,2,7061.7,25,5296.28,0.0,1,19,2,Online,OYO Website,Full Board,4.1,06:34,Credit Card,Premium
BKG031292,CID3666,162,33,2024-09-26,2024-09-27,2024-09-11,1,1680.62,30,1176.43,1176.43,0,15,4,OTA,MakeMyTrip,Breakfast Included,4.7,18:35,Wallet,Deluxe
BKG031293,CID4314,213,43,2024-07-18,2024-07-19,2024-06-17,1,3050.35,0,3050.35,3050.35,0,31,3,Corporate,Corporate Direct,Full Board,4.1,23:02,Cash,Premium
BKG031294,CID0923,172,35,2024-01-15,2024-01-18,2024-01-03,3,6582.29,0,6582.29,6582.29,0,12,1,Walk-in,Walk-in,Half Board,3.6,12:33,Wallet,Deluxe
BKG031295,CID6900,286,58,2024-01-09,2024-01-10,2024-01-01,1,1156.59,15,983.1,983.1,0,14,4,Corporate,Corporate Direct,Full Board,4.5,23:39,UPI,Standard
BKG031296,CID0816,102,21,2024-10-30,2024-11-02,2024-10-20,3,5335.62,10,4802.06,4802.06,0,10,1,OTA,MakeMyTrip,Half Board,4.0,21:46,UPI,Deluxe
BKG031297,CID0407,146,30,2024-04-18,2024-04-20,2024-03-25,2,1994.57,25,1495.93,1495.93,0,24,1,Corporate,Corporate Direct,No Meal,,21:47,UPI,Standard
BKG031298,CID1208,31,7,2024-06-18,2024-06-22,2024-06-01,4,4580.32,25,3435.24,0.0,1,17,3,Online,OYO Website,Breakfast Included,4.3,08:51,UPI,Standard
BKG031299,CID7035,207,42,2024-07-06,2024-07-09,2024-06-28,3,6704.53,30,4693.17,4693.17,0,8,1,Online,OYO App,Half Board,3.8,22:31,Credit Card,Deluxe
BKG031300,CID7295,277,56,2024-09-20,2024-09-21,2024-09-11,1,1467.56,30,1027.29,0.0,1,9,1,Travel Agent,Goibibo,No Meal,4.1,10:35,Credit Card,Deluxe
BKG031301,CID5126,307,62,2024-08-24,2024-08-25,2024-08-16,1,2051.1,25,1538.32,1538.32,0,8,1,OTA,MakeMyTrip,Breakfast Included,3.4,22:44,UPI,Deluxe
BKG031302,CID2129,96,20,2024-11-15,2024-11-21,2024-11-09,6,8406.46,10,7565.81,7565.81,0,6,1,Online,OYO App,Full Board,2.4,10:50,Net Banking,Standard
BKG031303,CID7183,233,47,2024-12-30,2024-12-31,2024-12-18,1,2668.91,30,1868.24,1868.24,0,12,1,Online,OYO App,Breakfast Included,3.5,10:32,Debit Card,Premium
BKG031304,CID3557,101,21,2024-01-25,2024-01-26,2024-01-22,1,1084.81,10,976.33,976.33,0,3,1,Walk-in,Walk-in,Breakfast Included,4.4,14:07,Wallet,Standard
BKG031305,CID5733,19,4,2024-04-28,2024-05-01,2024-04-28,3,18388.05,5,17468.65,17468.65,0,0,1,Corporate,Corporate Direct,Half Board,3.5,22:18,Credit Card,Suite
BKG031306,CID1031,85,17,2024-06-10,2024-06-15,2024-06-03,5,41236.56,25,30927.42,30927.42,0,7,2,OTA,Booking.com,Breakfast Included,3.5,18:14,Credit Card,Luxury
BKG031307,CID1852,122,25,2024-11-30,2024-12-01,2024-11-30,1,2192.08,0,2192.08,2192.08,0,0,1,Online,OYO App,Breakfast Included,3.6,11:10,UPI,Deluxe
BKG031308,CID2459,321,65,2024-06-01,2024-06-04,2024-05-31,3,3869.35,10,3482.42,3482.42,0,1,2,OTA,Booking.com,No Meal,,17:47,Credit Card,Standard
BKG031309,CID1536,103,21,2024-11-29,2024-11-30,2024-11-07,1,3449.32,15,2931.92,2931.92,0,22,2,OTA,Goibibo,Breakfast Included,4.4,23:32,Debit Card,Premium
BKG031310,CID6864,192,39,2024-10-01,2024-10-04,2024-09-27,3,4911.65,10,4420.48,4420.48,0,4,1,OTA,Booking.com,No Meal,,16:04,Credit Card,Deluxe
BKG031311,CID0836,151,31,2024-11-12,2024-11-13,2024-10-21,1,950.09,10,855.08,855.08,0,22,1,OTA,MakeMyTrip,No Meal,3.9,12:14,Wallet,Standard
BKG031312,CID6866,206,42,2024-03-15,2024-03-17,2024-02-29,2,2890.7,0,2890.7,2890.7,0,15,2,Online,OYO App,No Meal,4.2,19:56,Net Banking,Standard
BKG031313,CID4691,157,32,2024-02-11,2024-02-14,2024-02-03,3,7259.62,0,7259.62,7259.62,0,8,2,OTA,Booking.com,Breakfast Included,3.0,01:47,Credit Card,Deluxe
BKG031314,CID4607,272,55,2024-04-01,2024-04-03,2024-03-05,2,5102.54,15,4337.16,4337.16,0,27,1,OTA,Booking.com,No Meal,4.3,19:01,UPI,Deluxe
